"Id","Slug","Title","Subtitle","HostSegmentTitle","ForumId","OrganizationId","CompetitionTypeId","HostName","EnabledDate","DeadlineDate","ProhibitNewEntrantsDeadlineDate","TeamMergerDeadlineDate","TeamModelDeadlineDate","ModelSubmissionDeadlineDate","FinalLeaderboardHasBeenVerified","HasKernels","OnlyAllowKernelSubmissions","HasLeaderboard","LeaderboardPercentage","LeaderboardDisplayFormat","EvaluationAlgorithmAbbreviation","EvaluationAlgorithmName","EvaluationAlgorithmDescription","EvaluationAlgorithmIsMax","ValidationSetName","ValidationSetValue","MaxDailySubmissions","NumScoredSubmissions","MaxTeamSize","BanTeamMergers","EnableTeamModels","EnableSubmissionModelHashes","EnableSubmissionModelAttachments","RewardType","RewardQuantity","NumPrizes","UserRankMultiplier","CanQualifyTiers","TotalTeams","TotalCompetitors","TotalSubmissions"
"21233","co2aboutcarofkorea","국산 자동차 CO2배출량 예측하기","국산 자동차의 배기량과 유종, 연비에 따른 CO2 배출량을 예측해보자.","InClass","718264","","1","","06/09/2020 14:32:20","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","1","1","3"
"21236","ai-tomato","SejongAI.텀프로젝트.[토마토 가격 예측]","세종대학교 인공지능 텀 프로젝트 [17013251]_[이병헌]","InClass","718676","","1","","06/09/2020 17:56:59","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","14","14","75"
"21243","unemployment-rate","SejongAI.텀프로젝트.[고용지표에 따른 실업률 예측]","세종대학교 인공지능 텀 프로젝트 [18011868]_[성다연]","InClass","723890","","1","","06/11/2020 23:36:34","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","6","6","40"
"21250","cold","감기 진료건수","2020텀프로젝트 18011834_권범안","InClass","729144","","1","","06/14/2020 06:09:05","06/29/2020 20:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","10","10","87"
"21260","2020aitp","음식의 판매량 예측","주어진 정보로 음식의 판매량을 예측해 보세요.","InClass","722431","","1","","06/11/2020 08:56:55","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21261","ai-project","식중독 지수 예측하기","식중독 지수 예측","InClass","722505","","1","","06/11/2020 09:37:59","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21128","crime-homeprice-test1","crime-homeprice_test1","test1","InClass","704394","","1","","06/02/2020 19:27:15","06/10/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21130","crime-and-unemployment-test1","Crime&Unemployment_test1","test1","InClass","704671","","1","","06/03/2020 00:13:31","06/10/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21133","crime-homeprice-index-and-unemployment","Crime, Unemployment and Homeprice index","test1","InClass","704881","","1","","06/03/2020 03:11:08","06/14/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","1","1","3"
"21134","sejongaiclasspredicteq","sejong ai class predict earthquake","predict earthquake","InClass","704904","","1","","06/03/2020 03:38:51","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","10"
"21135","library-project","SejongAI.텀프로젝트.공공도서관 예산 예측하기","세종대학교 인공지능 텀 프로젝트 17011850_이세정","InClass","704981","","1","","06/03/2020 04:42:24","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","6","6","73"
"21139","graphoptimization4","Graph Optimization 4","graph optimization exp4","InClass","705643","","1","","06/03/2020 11:35:32","06/30/2020 23:59:00","","","","","True","True","False","True","50","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","10","","False","False","False","False","","","1","0","False","2","2","25"
"21147","horse-win-rate","SejongAI.텀프로젝트.[Horse Win-Rate]","세종대학교 인공지능 텀 프로젝트 18011790_장수명","InClass","728268","","1","","06/13/2020 17:39:12","06/29/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","16","16","125"
"21148","solarenergy-meteorologicalphenomenon1","기상현상에 따른 태양광발전량 예측","1차시도_초안임","InClass","706467","","1","","06/03/2020 20:12:02","06/12/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21150","traffic-accident","SejongAI.텀프로젝트.[교통사고 발생량 예측]","세종대학교 인공지능 텀 프로젝트 [18011760]_[이유리]","InClass","716289","","1","","06/08/2020 16:33:56","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","14"
"21125","water-test","water_test","test","InClass","704061","","1","","06/02/2020 15:31:37","06/02/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21160","ai-project-life-environment","인공지능 텀프로젝트","서울시 생활안전도에 따른 생활환경 만족도 예측","InClass","707610","","1","","06/04/2020 11:24:10","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","4","4","63"
"21188","solarenergy-meteorologicalphenomenon2","SejongAI.텀프로젝트.[기상현상에 따른 태양광발전량 예측]","세종대학교 인공지능 텀 프로젝트 [18011751]_[강민지]","InClass","712753","","1","","06/07/2020 01:13:00","06/29/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","13","13","92"
"21031","2020ai-1","2020.AI.중간고사.문제1","배추가격 예측 문제","InClass","696822","","1","","05/29/2020 15:46:27","05/31/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21032","kaggle-assignment","kaggle_assignment","kaggle_assignment","InClass","696912","","1","","05/29/2020 16:48:05","05/29/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21033","concrete-1","concrete_1","test","InClass","696857","","1","","05/29/2020 16:05:14","06/21/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21037","assignment-learderboard","2020.AI.중간고사.문제1","배추가격 예측 문제","InClass","697205","","1","","05/29/2020 20:45:52","05/31/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21041","kaggle18011884","kaggle18011884","kaggle18011884","InClass","697589","","1","","05/30/2020 04:25:37","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","1","1","8"
"21054","2020-ai-shimjaekyung-assignment","2020-ai-ShimJaeKyung-Assignment","2020-ai-ShimJaeKyung-Assignment","InClass","698024","","1","","05/30/2020 09:32:50","06/07/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21062","18011803kaggle","18011803kaggle","sample","InClass","698368","","1","","05/30/2020 13:27:32","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21074","humi-predict","humi_predict","test","InClass","698634","","1","","05/30/2020 16:04:13","06/22/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21079","leaderboardassignment","leaderboard_assignment","kaggle_leaderboard_assignment","InClass","699230","","1","","05/31/2020 02:46:50","06/17/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21081","ai-biker-18011759","Ai Biker_18011759","Ai Biker_18011759","InClass","699318","","1","","05/31/2020 04:43:21","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21090","sample-leaderboard-je","sample_leaderboard_je","sample_leaderboard_je","InClass","699922","","1","","05/31/2020 11:10:53","07/11/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21092","2020-ai-assignment1","2020_AI_assignment1","assignment","InClass","700180","","1","","05/31/2020 13:44:14","06/01/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21095","cabbage-price-predict","cabbage_price_predict","cabbage_price_predict","InClass","700243","","1","","05/31/2020 14:19:22","06/01/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21102","fired-area-prediction","SejongAI.텀프로젝트.fired area prediction","세종대학교 인공지능 텀프로젝트 17011869_이혜인","InClass","701342","","1","","06/01/2020 06:56:58","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","1","1","16"
"21111","2020-ai-termproject-18011793","SejongAI.텀프로젝트.[해운대역 날짜별 승하차 합계 예측 ]","세종대학교 인공지능 텀 프로젝트 [18011793]_[이정민]","InClass","702452","","1","","06/01/2020 18:16:32","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","25"
"21115","prediction-of-sea-ice","Prediction Of Sea Ice","According to carbon emission factors","InClass","711613","","1","","06/06/2020 10:09:42","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","12"
"21266","house-price","House price","서울 강남구 아파트 매매가 예측하기","InClass","723148","","1","","06/11/2020 14:52:51","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","","1","0","False","0","0","0"
"21271","sample-term","sample_term","sample_term","InClass","723553","","1","","06/11/2020 18:12:29","06/22/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21273","regression-lib","regression_lib","regression_lib","InClass","724179","","1","","06/12/2020 04:26:07","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21274","seoul-house-price","Seoul-house_price","서울 강남구 아파트 매매가 예측하기","InClass","724331","","1","","06/12/2020 06:37:03","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","","1","0","False","0","0","0"
"21277","2020soil","2020ai_soil","2020년 AI 프로젝트 : 토양 오염의 수치를 예측해보자","InClass","724321","","1","","06/12/2020 06:30:14","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","5","5","20"
"21278","2020-sweetpotato-price","텀프로젝트_18011826","고구마가격 예측 문제","InClass","724391","","1","","06/12/2020 07:07:35","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21279","2020ai-water-quality","2020ai_water_quality","단양 하수처리장 대장균 수 예측 문제","InClass","724448","","1","","06/12/2020 07:47:13","06/29/2020 08:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21281","2020ai-project-18011797","SejongAI.텀프로젝트.[단양하수처리장 수질 예측]","세종대학교 인공지능 텀 프로젝트 [18011797]_[곽수지]","InClass","724731","","1","","06/12/2020 10:19:42","06/28/2020 08:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","8","8","131"
"21256","2020aisoil","토양 오염도 예측하기","토양 오염도를  예측해보자","InClass","724298","","1","","06/12/2020 06:15:14","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21291","st4035-2020-inclass-1","ST4035_2020 Inclass #1","ST4035_2020 Inclass #1","InClass","726524","","1","","06/13/2020 04:38:31","06/22/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","","1","0","False","33","33","522"
"21295","1056lab-car-insurance-risk-prediction","Car Insurance Risk Prediction","The Canceled 1056Lab Data Analytics Competition","InClass","731431","","1","","06/15/2020 06:03:50","06/15/2020 06:10:00","","","","","True","True","False","True","30","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","True","False","False","False","","","1","0","False","0","0","0"
"21298","2020-ai-air-pollution","SejongAI.텀프로젝트.미세먼지 수치 예측","세종대학교 인공지능 텀 프로젝트 16010170_윤재휘","InClass","730613","","1","","06/14/2020 18:54:13","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","12"
"21303","ai-project-foodpoisoning","SejongAI.텀프로젝트.[화양동 식중독 지수 예측]","세종대학교 인공지능 텀 프로젝트[18011750]_[안도희]","InClass","727628","","1","","06/13/2020 12:55:40","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","8","8","71"
"21312","sejongelectricpowerprediction","Sejong.ElectricPowerPrediction","기온, 습도를 통한 전력 수요 예측","InClass","728120","","1","","06/13/2020 16:14:32","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","","1","0","False","0","0","0"
"21313","seoul-houseprice","Seoul-Houseprice","서울 강남구 아파트 매매가 예측하기","InClass","728105","","1","","06/13/2020 16:10:49","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21314","18011854kbopredicton","KBO 타자의 다음시즌 타석수 예측","2020.Spring.AI_termproject_18011854백전능","InClass","728414","","1","","06/13/2020 19:05:30","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","10","10","71"
"21315","sejongyjelectricpowerprediction","Sejong.YJ.ElectricPowerPrediction","기온, 습도를 통한 전력 수요 예측","InClass","728183","","1","","06/13/2020 16:50:58","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","3","3","8"
"21318","2020-ai-term-project-18011817","grandpark_practice","grandpark_practice","InClass","728373","","1","","06/13/2020 18:41:10","06/22/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21320","aiseaweather","SejongAI.텀프로젝트.[해양기상부이 바다 날씨 예측]","세종대학교 인공지능 텀 프로젝트 [18011876]_[이병찬]","InClass","728612","","1","","06/13/2020 21:33:04","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","5","5","20"
"21329","predict-seoul-houseprice","Predict-Seoul-houseprice","서울 강남구 아파트 매매가 예측하기","InClass","729265","","1","","06/14/2020 07:34:04","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21330","termproject-17011857","termproject_17011857","termproject_17011857","InClass","729303","","1","","06/14/2020 07:59:39","06/30/2020 23:59:00","","","","","True","True","False","True","0","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21332","18011826-2020","18011826_텀프로젝트","고구마 가격 예측 문제","InClass","729341","","1","","06/14/2020 08:23:04","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","0","0","0"
"21335","2020-termproject","인공지능 텀프로젝트_18011826","고구마 가격 예측 문제","InClass","729372","","1","","06/14/2020 08:42:40","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","0","0","0"
"21336","2020termproject-18011826","SejongAI.텀프로젝트.[고구마 가격 예측 문제]","세종대학교 인공지능 텀 프로젝트 [18011826]_[전수영]","InClass","729415","","1","","06/14/2020 09:04:13","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","13","13","139"
"21337","termproject-je","termproject_je","termproject_je","InClass","729403","","1","","06/14/2020 08:54:22","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","0","0","0"
"21338","predict-seoul-house-price","Predict-Seoul-House-Price","서울 강남구 아파트 매매가 예측하기","InClass","729441","","1","","06/14/2020 09:21:47","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","4","4","20"
"21305","netflix-stock-prediction","넷플릭스 주가 예측","2020.Spring.AI.TermProject_14010974_이기택","InClass","728311","","1","","06/13/2020 18:00:52","06/28/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","1","","False","False","False","False","","","1","0","False","2","2","18"
"21324","numdeath-regression","numDeath_regression","numDeath_regression","InClass","729072","","1","","06/14/2020 05:08:20","06/30/2020 23:59:00","","","","","True","True","False","True","0","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","0","0","0"
"21326","predict-numdeath","Predict_NumDeath","Predict_NumDeath","InClass","729195","","1","","06/14/2020 06:44:56","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","13","13","74"
"21341","2020-ai-termproject-18011817","SejongAI.텀프로젝트.[서울대공원 입장객 수 예측]","세종대학교 인공지능 텀 프로젝트 [18011817]_[홍주영]","InClass","729497","","1","","06/14/2020 10:09:12","06/29/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","12","12","115"
"21343","projectmosquito","SejongAI.텀프로젝트.[날씨에 따른 일별 거주지 모기(mosquito)지수 예측하기]","세종대학교 인공지능 텀프로젝트 17011857_김정은","InClass","729643","","1","","06/14/2020 11:35:15","06/30/2020 23:59:00","","","","","True","True","False","True","100","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","","1","0","False","8","8","62"
"21345","predict-number-of-asthma-patient","predict number of asthma patient","18011803 지능기전공학부 정지원","InClass","729762","","1","","06/14/2020 12:29:24","06/28/2020 23:59:00","","","","","True","True","False","True","84","0.00000","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","20","","False","False","False","False","","","1","0","False","10","10","79"
