Question,Votes,Views,Date
Pytorch-1.2.0 Error on CrossEntropyLoss: only batches of spatial targets supported (3D tensors) but got targets of dimension,1,438,2020-01-30
Where and how should I enter the loss function for my Neural Networks,0,35,2020-01-26
where could I find training.pt/test.pt,-1,159,2020-01-26
Why does very simple port of the official Keras mnist example to tensorflow 2.x result in massive drop in accuracy?,0,34,2020-01-25
Matplotlib hist method,0,49,2020-01-24
"Pytorch: ValueError: Too many dimensions: 3 > 2. 9/opt/anaconda3/envs/pytorch/lib/python3.7/site-packages/PIL/Image.py in fromarray(obj, mode)",0,156,2020-01-23
Accuracy decreases when I don't use tensorflow mnist.train.next_batch function,0,18,2020-01-23
"ValueError: Trying to share variable Discriminator/dense/kernel, but specified shape (512, 21) and found shape (21632, 21)",0,36,2020-01-22
"MNIST data set neural network, why is the network failing to classify images?",1,130,2020-01-20
How do I implement keras mnist model with video camera,-2,18,2020-01-18
Loss curve saturates at 1.0 for MNIST dataset using Tensorflow.js,0,37,2020-01-17
Converting MNIST specific code to work on a custom database,0,17,2020-01-15
Polynomial neural network features MNIST,-1,29,2020-01-13
How to implement keras auto-encoder on an image dataset such as OXFORD5k for information retrieval?,0,16,2020-01-11
How many nodes in input and output layers of sklearn's MLPClassifier for MNIST digits classification task,0,119,2020-01-11
Problem with anaconda environments not recognising packages,1,37,2020-01-07
Convert a TFDS dataset to tensorflow.examples.tutorials.mnist,0,75,2020-01-02
"Problem loading model on tensorflowJS, out-of-bounds typedArray on arrayBuffer",0,66,2020-01-02
Implementing Neural Nets with Keras,3,126,2020-01-01
Improve real-life results of neural network trained with mnist dataset,5,198,2019-12-30
keras neural network predicts the same number for every handwritten digit,3,227,2019-12-28
"Self made neural network failing detecting hand written digits, however works fine for other benchmark datasets",0,29,2019-12-27
Why is every prediction for my MNSIT digit project wrong?,1,56,2019-12-25
Understanding the role of layers and activation functions in Keras neural network,1,58,2019-12-23
Compute loss for for multi-class classification when using cross validation,0,41,2019-12-16
Uncentered digit for an MNIST dataset trained recognition,0,64,2019-12-16
Training with an input size of 1 causes NaN in subsequent predictions,1,74,2019-12-14
Low accuracy after training a CNN,3,85,2019-12-13
Retraining a TensorFlow MNIST model results in NaN in predictions,0,33,2019-12-12
"Neural network works on XOR, but not on MNIST dataset",1,41,2019-12-10
CUDA_ERROR_OUT_OF_MEMORY: out of memory on GPU,0,436,2019-12-10
Quantized input and output with TFLite in TensorFlow 2.0.0,1,135,2019-12-09
subrandomsapler dataloader pytorch lengh does not seems right,0,18,2019-12-09
How to select a specific number of each class from the MNIST dataset,0,153,2019-12-08
IndexError: index 5 is out of bounds for dimension 0 with size 1 when i do training with Gradient Descent,0,92,2019-12-08
how to convert mnist images to variables images and labels,2,77,2019-12-07
"RuntimeError: output with shape [1, 224, 224] doesn't match the broadcast shape [3, 224, 224]",3,862,2019-12-06
"Value Error : Only 2 class/es in training fold, but 1 in overall dataset. This is not supported for decision_function with imbalanced folds",0,114,2019-12-06
MNIST - ValueError: too many values to unpack (expected 2),0,165,2019-12-06
How to save augmented MNIST dataset to file?,0,78,2019-12-05
How to load local MNIST files from computer,0,17,2019-12-05
Wrong value of standard deviation,2,106,2019-12-04
Receptive fields nerual network [duplicate],0,14,2019-12-03
Error in downloading mnist data unknown url type: HTTPS,0,100,2019-12-01
tensorflow mnist dataset not downloaded,0,50,2019-11-30
How long does it take to train over the fashion-MNIST database?,0,104,2019-11-28
Error when trying to load MNIST data with Tensorflow,0,271,2019-11-28
pytorch: index out of bound for index bigger than batch size,0,93,2019-11-27
mnist raising an error even after i've already installed it's module,0,28,2019-11-27
Is it possible to Split MNIST dataset to odd and even numbers?,1,73,2019-11-25
Inconsistent results when running the same neural network in TensorFlow vs Keras,1,96,2019-11-22
Cross validation for MNIST dataset with pytorch and sklearn,3,"1,562",2019-11-22
Python: What does it mean to “expose” the buffer interface? [duplicate],0,10,2019-11-21
Output of a neural network,-2,43,2019-11-20
Is the MNIST dataset in Keras little endian or big endian?,0,36,2019-11-17
MNIST dataset with Sklearn,0,31,2019-11-17
"Python MNIST dataset using sklearn, select specific digits",1,195,2019-11-16
this following code is not run by GPU but my original code with mnist run with gpu?,0,25,2019-11-15
SVC not resolving on MNIST,2,183,2019-11-14
How can I visualize the filters of a specific layer in a feed forward network?,0,14,2019-11-14
ModuleNotFoundError: No module named 'mnist',0,316,2019-11-12
Why there is no explicit ordering in handwritten digit classification?,0,43,2019-11-09
"TypeError: Value passed to parameter 'input' has DataType int64 not in list of allowed values: float16, bfloat16, float32, float64",0,89,2019-11-08
How to save images properly classified with CNN?,1,46,2019-11-08
Neural Network Cost Function Not Minimizing,0,30,2019-11-03
How can I remove a specific digit from the MNIST dataset imported from keras?,0,173,2019-11-02
How to fix EOFError while coding mnist keras,0,57,2019-10-31
Reshaping arrays from MNIST with Keras,0,51,2019-10-31
How to use increase dimension for MNIST dataset?,0,202,2019-10-30
tf 2.0 AttributeError: module 'tensorflow' has no attribute 'get_default_session',0,593,2019-10-29
How does the ReverseInt fucntion work when reading the mnist dataset using c++? [duplicate],0,20,2019-10-29
Tensorflow - Value Error in model.fit - How to fix,1,"2,324",2019-10-29
How can I change my data to make it work with loss: mean squared error?,0,87,2019-10-27
How can I shuffle the labels of a dataset?,1,246,2019-10-23
How can I preprocess my image so it can be processed by a SVM in the same way it processes the MNIST dataset,-1,47,2019-10-22
Python 3.5 Tensorflow model ValueError,0,65,2019-10-21
PIL Image.open display image reversely rotated,0,40,2019-10-21
"ValueError: Error when checking input: expected flatten_input to have 3 dimensions, but got array with shape (50000, 32, 32, 3)",0,136,2019-10-20
Convert MNIST database to .csv : ord() error occurred,1,70,2019-10-17
How to improve digit recognition of a model trained on MNIST?,12,481,2019-10-15
"MNIST Dataset, difference of grid search and not, about accuracy",0,37,2019-10-13
Theano RNN training fails due to missing file in directory “/ais/gobi3/u/nitish/mnist/mnist.h5”,0,30,2019-10-12
"error rgba = _colors_full_map.cache[c, alpha] except (KeyError, TypeError): # Not in cache, or unhashable",0,97,2019-10-06
How to detect if a region of the image is empty? or How to detect the presence of a character or number in a squared image?,0,72,2019-10-06
My python/sklearn/SVM is running endlessly,0,38,2019-10-05
Deep learning for computer vision: What after MNIST stage?,0,71,2019-10-03
Matconvnet vl_nnconvt does not increase of input size,0,10,2019-10-02
How can I try real image to tensor flow CNN (train is done),0,19,2019-10-01
Why is my neural network stagnating around a certain cost?,-3,86,2019-09-29
Display Predicted Segmentation Output Data in Pyplot,0,75,2019-09-28
What is the next step when having completed first neural network? [closed],-1,69,2019-09-28
TensorFlow EOFError: Compressed file ended before the end-of-stream marker was reached,1,184,2019-09-28
Unexpected dimensions with TensorFlow dataset,1,49,2019-09-28
Converting Mnist array data to one-hot encoded arrays for each pixel value,1,76,2019-09-27
Tensorrt wit MNIST sample proyect do not fails inference validation,0,78,2019-09-25
Beginners MNIST sample form Tensorflow 2.0 tutorial,0,98,2019-09-24
How Can I Load My Own Images Instead Of Mnist Dataset Images?,0,287,2019-09-23
“cannot unpack non-iterable function object” : trying to run a code through tensorflow,0,151,2019-09-17
Printing image from fashion_MNIST data gives colored image?,2,236,2019-09-15
How to fix “ConnectionResetError: [Errno 104] Connection reset by peer” error?,0,"1,266",2019-09-13
How do I create this numpy tensor?,0,31,2019-09-12
AttributeError : 'Conv2D' object has no attribute 'get_config',0,183,2019-09-09
Creating a dummy MNIST dataset,1,46,2019-09-09
How to display all images from a single a multidimensional-array at once?,0,33,2019-09-08
Image display after applying trained model to image in MNIST dataset,0,13,2019-09-05
How to insert an array into existing multi-dimensional array by index? [Python],1,26,2019-09-05
Is there an MNIST dataset where the digits are in colour?,1,458,2019-09-04
Reshaping MNIST image to load in foolbox,0,21,2019-09-04
How to fix “numpy.core._exceptions.MemoryError” while performing MNIST digit classifier?,0,337,2019-09-01
Error when checking input: expected dense_8_input to have 2 dimensions,1,85,2019-08-31
How to provide training data to TF_SessionRun from [c_api.h],2,260,2019-08-30
dataset=fetch_mldata('MNIST original'),0,20,2019-08-29
Pipeline for using Yolo for License Plate Recognition,0,49,2019-08-27
Images not standardizing in Keras,1,111,2019-08-26
my neural network is not learning cost is not changing,-1,60,2019-08-26
How can I resize an image in python to gray scale low resolution like MNIST fashion data?,1,471,2019-08-25
lack of understanding cnn result and utility,0,30,2019-08-22
How to reshape input data correctly for training after it has been manipulated?,0,26,2019-08-21
How to properly index the Accord.Datasets.MNIST namespace? [Nuget Package],0,16,2019-08-15
MNIST model predicting test images incorrectly even though it had high training and testing accuracy,0,56,2019-08-14
Neural Network's loss not reducing,0,35,2019-08-09
Visualizing Manifold Learning MNIST digit data fails,2,74,2019-08-09
Errno 13 - Permission denied from Jupyter Notebook on Windows 10,2,872,2019-08-08
"How to select random MNIST digits of random quantity, whose labels do not repeat, while excluding a certain digit?",0,448,2019-08-01
Extreme Overfitting CNN for MNIST,1,163,2019-07-30
I need help to create mnist.pkl.gz from my own set of images,0,229,2019-07-29
How to split MNIST dataset into multiple subsets for distributed nodes using Pytorch?,0,183,2019-07-26
How to handle non-digit images in digit classifier using neural networks,1,210,2019-07-25
Restricting the size of MNIST training data,1,58,2019-07-23
Simple classification neural network outputting choosing same class for all,0,47,2019-07-22
"Matlab neural network handwritten digit recognition, output going to indifference",0,59,2019-07-22
How do I unroll this matrix into a vector?,1,60,2019-07-20
how to properly convert my own image to MNIST test data,0,33,2019-07-19
ValueError when trying to use MNIST/EMNIST letters dataset in machine learning program,-1,193,2019-07-16
Why am I getting the following connectionreseterror for mnist = fetch_mldata?,0,130,2019-07-16
How to import EMNIST letters to Keras from file,0,"1,010",2019-07-15
Getting “InvalidArgumentError” in TensorFlow when working on MNIST data,1,96,2019-07-15
How do you “import” image data for MNIST?,1,226,2019-07-14
How to clean images to use with a MNIST trained model?,1,304,2019-07-12
Getting AttributeError: __exit__ when working with Tensorflow and MNIST data,1,125,2019-07-11
How to pass data from the MNIST database files to a C++ std::vector?,0,29,2019-07-09
Importing dataset.mnist,0,186,2019-07-07
Unusual difference in results of Keras model and my model built from scratch using numpy,0,27,2019-07-05
"ValueError: Error when checking target: expected block5_pool to have 4 dimensions, but got array with shape (60000, 10)",0,695,2019-07-03
Keras CNN Incompatible with Convolution2D,0,94,2019-07-01
PyTorch - BCELoss: ValueError: Target and input must have the same number of elements,1,660,2019-06-30
How to fix 'expected dense_2 to have 2 dimensions',0,90,2019-06-25
How do I use an imported MNIST dataset?,1,246,2019-06-24
Tensorflow : next_batch use without for loops,0,20,2019-06-24
Issue when trying to read MNIST data set,0,68,2019-06-23
What does matrix[x] for different x indicate?,-1,37,2019-06-20
"TensorFlow Error: No gradients provided for any variable, check your graph for ops that do not support gradients",0,74,2019-06-18
"How to create a similar image dataset of mnist with shape (12500, 50,50)",1,135,2019-06-16
What is the best approach to rescale an image with a non-integer factor?,0,34,2019-06-14
How to integrate own images into this machine learning code by Dr. Martin?,0,25,2019-06-14
MNIST object has no attribute data,0,501,2019-06-08
AttributeError: 'module' object has no attribute ' SeparableConv1D' while converting Keras to Core ML Model,0,325,2019-06-07
Reasoning about MNIST database,1,23,2019-06-06
Using proxy to download MNIST in python,0,650,2019-06-06
Do I need to extract feature vectors from MNIST before using Kmeans,0,65,2019-06-04
"How to resolve error “ValueError: Error when checking input: expected input_1 to have 4 dimensions, but got array with shape (12, 1)”",0,74,2019-06-01
Suggestions for matching spoken and written digits with Machine Learning,-1,33,2019-05-30
"Error defining an input shape in keras for (60000, 28, 28) array",0,699,2019-05-28
why the confusion_matrix is different when I execute it again?,0,45,2019-05-27
Opening .gz file for MNIST dataset,0,87,2019-05-22
MNIST hand digits recognition task on Mac but not outputting the photos of the hand written numbers,1,34,2019-05-18
"MLP model AI with Tensorflow outputs random stuff, need some code verification",0,24,2019-05-17
Why does readBin() return different values even with the same parameters?,0,36,2019-05-16
How do you open extracted images from the MNIST database,0,168,2019-05-15
Fine tunning deep autoencoder model for mnist,1,414,2019-05-14
Tuning number of hidden layers in Keras,1,"1,173",2019-05-14
How to convert new images to fashion-mnist data set images format?,-1,375,2019-05-12
MNIST training time in CPU,0,447,2019-05-12
Trouble plotting MNIST digits,3,67,2019-05-06
"My python code for MNIST dataset shows gigantic error values, what I am missing?",0,62,2019-05-01
Why doesn't the Discriminator's and Generators' loss change?,-1,540,2019-05-01
Why would large mini batches take longer to run?,0,330,2019-04-30
"how to creat a subset of sample from original size of mnist data, while keeping all 10 classes",0,339,2019-04-30
How to change the number of images to use for training and evaluating in tensorflow2.0?,3,451,2019-04-28
MNIST generalisation to european digit handwriting,0,75,2019-04-22
How can I convert the sigmoid activation function outputs to 0s and 1s?,-1,460,2019-04-21
"Can I use cv2.cvtColor(image,cv2.COLOR_GRAY2RGB) on a batch of data?",0,509,2019-04-21
Size mismatch for DNN for the MNIST dataset in pytorch,0,80,2019-04-20
"what happens if i set input size to 32,32 mnist",0,260,2019-04-20
Python - How to apply “bounding-box normalization and centering” algorithm for an image matrix?,1,193,2019-04-19
Tensorflow MNIST dataloader giving interlinked numpy array,0,28,2019-04-18
How to create a Pytorch Dataset from .pt files?,0,"1,271",2019-04-15
MNIST: gets lower accuracy than the results I see on the internet,-3,48,2019-04-15
Should I use softmax as output when using cross entropy loss in pytorch?,8,"3,133",2019-04-14
Split handwritten number touching each other with openCV in Python for MNIST preprocessing,0,201,2019-04-11
Is there any Capsnet Implementation on CIFAR10 that achieve better accuracy than common CNN?,3,257,2019-04-08
Problems with float overflow in backpropagation,1,44,2019-04-08
Neural Network MNIST number recognition,-3,40,2019-04-07
Reading Mnist Data,0,49,2019-04-07
Is SVM with the mnist dataset 100% accurate?,1,214,2019-04-06
I want to build a multi-number classifier,0,39,2019-04-04
How do i get the value of the neural network predicted for a single image? [closed],-3,61,2019-04-04
"cannot reshape array of size 64 into shape (28,28)",1,"2,768",2019-04-01
"ValueError: Error when checking target: expected dense_8 to have 4 dimensions, but got array with shape (37800, 10, 10)",0,133,2019-04-01
tf.keras predictions are bad while evaluation is good,2,"1,114",2019-03-31
How to convert 1D flattened MNIST Keras to LSTM model without unflattening?,0,259,2019-03-25
tf.keras loss becomes NaN,4,"1,191",2019-03-24
K-means clustering MNIST dataset,0,270,2019-03-22
not able to predict using pytorch [MNIST],1,72,2019-03-21
How to calculate FLOPS(floating point operation per seconds) of a standard neural network,2,299,2019-03-14
Generate random 28 × 28 grayscale images drawing a digit,0,60,2019-03-13
how to make my logistic regression faster,0,54,2019-03-13
"Output and Broadcast shape mismatch in MNIST, torchvision",6,"4,887",2019-03-12
how to save tensorflow model with tf.estimator,1,249,2019-03-11
PyTorch Fashion-MNIST (ETL),1,251,2019-03-11
jupyter notebook's kernel keeps dying when I run the code,2,"7,263",2019-03-10
R-Image Plot/Visualization-MNIST dataset,0,189,2019-03-09
tensorflow feature_column tries to reshape features,0,213,2019-03-09
How to view the complete multidimensional array in Jupyter Notebook,0,125,2019-03-09
How to freeze weights in certain layer with Keras?,4,"9,312",2019-03-08
How to download MNIST images as PNGs,3,"3,050",2019-03-07
How to write summary log using tensorflow for logistic regression on MNIST data?,1,90,2019-03-07
tf.estimator - how to print accuracy on test set after every epoch?,0,"1,160",2019-03-04
Trouble feeding data into tensorflow graph,0,22,2019-03-03
Average image of MNIST,0,509,2019-03-03
How to sort a dataset in pytorch,0,361,2019-03-03
Reading MNIST database in java very slow,0,90,2019-03-02
Pytorch torchvision MNIST download,0,691,2019-03-01
Using REST with mnist to pull images,1,84,2019-03-01
MNIST missing training labels,0,232,2019-02-24
PyTorch why does the forward function run multiple times and can I change the input shape?,-1,735,2019-02-23
How to prepare image dataset in MNIST format,1,89,2019-02-21
Add channel to MNIST via transform?,0,310,2019-02-15
Invalid dimension for image data in plt.imshow(),5,"5,344",2019-02-13
How to fix 'No such file or directory' error while loading MNIST dataset,1,"3,089",2019-02-08
autoencoder with tensorflow,0,79,2019-02-08
Have I implemented implemenation of learning rate finder correctly?,0,946,2019-02-06
MNIST - tf.estimator.DNNClassifier,0,152,2019-02-05
Keras + mnist + test own images. Bad prediction,3,"1,130",2019-02-04
How to select a subset of mnist training set,0,240,2019-02-02
Scikit-learn - Cannot load MNIST Original dataset using fetch_openml in Python,3,"7,502",2019-01-25
Logistic regression not converging in R,2,813,2019-01-24
The choice of the optimal solver for logistic regression fitted to MNIST,1,930,2019-01-24
Modification to Caffe VGG 16 to handle 1 channel images on PyTorch,2,341,2019-01-23
Looking for input on an accuracy rate that is different than the exact deep learning compiled code,0,21,2019-01-22
Change size of train and test set from MNIST Dataset,3,"2,152",2019-01-22
Keras Neural Network accuracy only 10%,0,296,2019-01-20
predicting my own image in cnn using keras,0,697,2019-01-19
"How to fix “ValueError: Found input variables with inconsistent numbers of samples: [10000, 60000]”?",0,260,2019-01-18
MNIST handwritten digit,0,148,2019-01-15
How do I load MNIST data into a Google Colab Jupyter Notebook? [closed],2,"2,729",2019-01-13
I am trying to replicate a code to run lda on my mnist data and get an error on using apply function,0,68,2019-01-12
Unbelievably low accuracy on the validation set by Keras-Python on the mnist dataset,0,78,2019-01-07
Error at visualization of mnist NN with keras,0,195,2019-01-04
Why does the loss of this multi-layered perceptron not go below 1,0,31,2019-01-02
What's the difference between keras.datasets.mnist and tensorflow.examples.tutorials.mnist?,1,247,2018-12-31
Downloading only certain MNIST digits,1,164,2018-12-30
How to improve the accuracy on this ios app that uses a coreml model,0,30,2018-12-27
Bin zc.buildout,0,73,2018-12-19
plotting MNIST samples,2,"1,397",2018-12-18
Error in loading mnist dataset in Python 3,0,155,2018-12-17
MNIST Dataset Structure,-3,639,2018-12-13
"How to display single MNIST digits, each in one row?",0,408,2018-12-07
Why should the input range of the MNIST dataset be between 0 and 1?,1,79,2018-12-07
How to Obtain Top Errors from MNIST?,0,84,2018-12-06
Unexpected increase in validation error in MNIST Pytorch,1,215,2018-12-06
Machine Learning Classification with MNIST DATA FORMAT?,0,34,2018-12-05
Can someone help me with writing a piece of code in Python regarding neural networks and the MNIST dataset?,0,93,2018-12-03
Train SqueezeNet model using MNIST dataset Pytorch,1,666,2018-12-03
tensorflow multi label classification mnist,-2,84,2018-12-01
My keras neural network does not predict handwritten numbers,0,203,2018-11-29
Cannot reproduce Michael Nielsen's neural network results with MNIST handwritten digits data,0,221,2018-11-29
mnist train and test accuracy only 0.49,1,51,2018-11-26
using tanh as activation function in MNIST dataset in tensorflow,0,234,2018-11-23
Strange Loss function behaviour when training CNN,1,73,2018-11-17
Downloading Fashion MNIST file in TensorFlow tutorial is taking forever,3,129,2018-11-15
Input numerical arrays instead of images into Keras/TF CNN,1,177,2018-11-12
How to use a different CNN without losing accuracy,1,51,2018-11-12
How to combine Keras MNIST dataset with my own MNIST images?,-2,188,2018-11-11
recognise misaligned pictures of handwritten digits with CNN,0,16,2018-11-08
Getting different accuracy on test data in MNIST digit recognition in Keras,-1,181,2018-11-08
Extract classes from MNIST dataset,0,683,2018-11-07
Tensorflow cannot load mnist,0,141,2018-11-07
Loss for classification using MNIST data stays around the same through every epoch,0,33,2018-11-06
Cannot load MNIST data with the python-mnist package on Windows,0,"1,353",2018-11-04
MNIST data download from sklearn datasets gives Timeout error,4,"6,027",2018-11-01
Why does TensorFlow give me an error that I am feeding the incorrect shape and type into a placeholder?,0,38,2018-10-30
mnist dataset. not predicting correctly on real life handwriting,1,296,2018-10-27
Can't get accuracy in own digit image dataset for mnist,-1,155,2018-10-25
Where are the images in the MNIST data array?,0,535,2018-10-23
how to add more data with mnist data to train keras model,-1,281,2018-10-22
MNIST dataset missing classes,-1,71,2018-10-21
"How to get two tf.dataset from tf.data.Dataset.zip((images, labels))",3,"2,463",2018-10-21
How to project each 28×28 image to a 7 × 7 image by averaging the grey tone in each 4 × 4 subsquare in MNIST data (R)?,1,129,2018-10-21
MNIST GAN generators white area in middle surrounded by black,0,101,2018-10-15
What does keras normalize axis argument does?,2,"4,256",2018-10-15
Why do we use the name 'x' in the tensorflow-serving example?,0,57,2018-10-15
Split mnist dataset with tf.data,1,752,2018-10-13
loading fashion_mnist data takes too much time,1,740,2018-10-07
TensorFlow IOError: No route to host,0,97,2018-10-03
How to sort MNIST digits into each class label?,2,"1,122",2018-10-03
How to calculate negative log-likelihoog on MNIST dataset?,1,"2,162",2018-09-25
MNIST and SVHN resize,1,211,2018-09-23
"Why is my neural network handwritten digital test set cross entropy correct, the output rate is always 10% correct compared to the label?",1,56,2018-09-19
MNIST data denormalising does not give me back the same,0,160,2018-09-19
Why does softmax provide always a probability of 1.0?,1,626,2018-09-18
Performing MNIST example with mlpack,0,350,2018-09-18
How to load custom dataset for feeding to CNN?,2,"1,172",2018-09-18
