Question,Votes,Views,Date
Crop and show image that i get from Haar Cascade,1,26,2020-06-04
dev-clean folder of LibriSpeecch Dataset,1,24,2020-06-04
Kernel died and restarting Spyder Computer Vision,0,15,2020-06-04
"How to represent rotation of image as a change of intensity, rather than change of coordinates?",-2,29,2020-06-04
How to resize image segmentation mask?,1,16,2020-06-04
Pytorch MaskRCNN training error: too many values to unpack (expected 2),0,12,2020-06-04
How does linux virtual machine in windows use GPU in workstation?,0,16,2020-06-04
Keeping indexes of input keypoints when using opencv's ORB.compute,0,10,2020-06-04
"What is the meaning of Frame Accuracy, Best Frame Threshold and Video Accuracy with respect to training a neural network on video?",0,11,2020-06-04
Ioimage append_data error while new result video is being created,0,6,2020-06-04
Bad fitting despite augmentation & label smoothing,0,15,2020-06-04
OpenCv Shape Detection To Shape Transformation (Pythhon),0,13,2020-06-04
OpenCV SolvePnp Output [closed],0,9,2020-06-04
How to approximate a 2D shape using vertices of a polygon?,-2,15,2020-06-04
My Standard Neural Network Cost is Going Up,0,29,2020-06-03
how to change XYZ color space to RGB 0-255,3,49,2020-06-03
Ellipse detection help - Need to remove eyelashes noise,0,31,2020-06-03
GETTING ERROR WHILE EXECUTING THE COMMAND install_keras() in R studio,0,15,2020-06-03
Fit rectangles to a set of noisy 2D points,0,31,2020-06-03
pytorch affine_grid: what is the theta input?,1,38,2020-06-03
mask rcnn evaluating the custom dataset trained model on test images,0,9,2020-06-03
Vessel segmentation in retina image,2,21,2020-06-03
How objects of an image can be labeled,0,30,2020-06-02
"Shapes of hidden 3d convolutional network layers, how to compute it?",0,31,2020-06-02
When I am trying to run the code it gives error,-2,30,2020-06-02
OpenCV how to get ROI bounding box from ORB feature selection,0,18,2020-06-02
pytorch to Onnx(OCR model),0,23,2020-06-02
Keras: TypeError: 'float' object is not callable. Unable to call model.fit() or model.fit_generator() on very simple CNN model,0,12,2020-06-02
How to load resnet_v1_50 checkpoint into tf.keras ResNet50 model?,0,18,2020-06-02
YOLOv3 Wrong Bounding Box Prediction,0,46,2020-06-02
How to check if a image has any text or not?,0,56,2020-06-02
How to exclude larger files from committing from VS2019 Git Extension to overcome GitHub 100MB individual file size limit,-1,15,2020-06-02
Assertion 'GDK_IS_DISPLAY (display)' failed - Cannot decide type for the following arguments: data,0,18,2020-06-02
How numpy printoptions will work with images?,0,33,2020-06-02
Calculating homography using opencv python by using lines instead of points,1,25,2020-06-01
Rotation and translation of a rigid body mask,0,21,2020-06-01
why does my Mask rcnn model pauses while training?,0,16,2020-06-01
Worse performance on Windows 10 than Ubuntu 18.04,0,24,2020-06-01
What do the terms online and offline refer to in 3D reconstruction in Computer Vision?,0,20,2020-06-01
How to train your own(w/o YOLO etc.) object detector in tf/keras,1,38,2020-06-01
Detect faces without eyebrows and jaw using opencv,1,52,2020-06-01
c# Computer Vision find an image in a video,-1,13,2020-06-01
What Can I do to improve the 96% (f-score) in my CNN Keras?,3,40,2020-06-01
"findFundamentalMat returns 3 F matrices, which to choose?",0,6,2020-06-01
Segmentation Network live inference in ROS Node,0,16,2020-06-01
"What is the best way to assign a unique ID to each detected object in a video, and maintain the ID as tracking the object?",0,30,2020-06-01
looking for localizing multiple template image in an image,-1,20,2020-06-01
How can I orchestrate multiple Deep learning models for an application?,0,12,2020-06-01
find the angle of transformation through perspective transform matrix,0,32,2020-06-01
TypeError: '_TupleWrapper' object is not callable when I run the object detection model ssd,0,10,2020-06-01
Test Time Augmentation throwing a value error,0,19,2020-06-01
skimage.feature.greycomatrix only producing diagonal values,1,16,2020-05-31
Detecting common colors for groups of objects,0,51,2020-05-31
Convert a rigid transformation so that the rotation center is not the origin,0,17,2020-05-31
Training and Validation Loss goes to 1.9e-07 after some epochs,0,14,2020-05-31
Detect snooker balls in python with cv2,0,45,2020-05-31
What's the depth of this ResNet model?,0,15,2020-05-31
find the angle of rotation in perspective transform using python,0,18,2020-05-31
Gaussian Blur Glitching/Segmentation,0,31,2020-05-31
How to efficiently find correspondences between two point sets without nested for loop in Pytorch?,1,16,2020-05-31
How to train classifier on CUDA iteratively?,0,14,2020-05-31
Finding Points of Inflection in an Image Contour,1,63,2020-05-31
What is the significance of normalization of data before feeding it to a ML/DL model?,1,34,2020-05-31
How do I find the final image after some rotation and translation of the camera from initial position?,0,31,2020-05-30
How to detect irregular placed bottles in the red circle while exclude those regular circle bottle by Matlab?,0,42,2020-05-30
Import SVO algorithm on Android Application,3,29,2020-05-30
Automatically translate images to have same position for an object,0,27,2020-05-30
Using fastai image augmentation reduced my accuracy,0,20,2020-05-30
Detecting background from camera recording,-1,33,2020-05-30
What is global and local information in image processing or computer vision?,-1,19,2020-05-30
Extract table structure from image containing Tables with borders,1,43,2020-05-29
Robust square detection with OpenCV & Python,0,27,2020-05-29
Changing the size and location of objects in 3D mesh python,0,12,2020-05-29
Is the code for dilation can be use in erosion to get the required result?,-2,59,2020-05-29
Is there a good way of looping through an image left to right so you can read handwriting,-1,20,2020-05-29
SystemError: unknown opcode when loading model with Keras,1,45,2020-05-29
Is there a simple way to map a texture to a different “UV” system in python?,0,30,2020-05-29
Hough transformation calculation,0,29,2020-05-29
Training Computer Vision OCR,-1,27,2020-05-29
How can I decode a datamatrix with OpenCV and real time video?,0,23,2020-05-28
Generate hOCR from Microsoft Computer Vision OCR,0,20,2020-05-28
Is there any OCR result open standard available such that its not bound to any OCR API provider?,0,10,2020-05-28
Resizing numpy arrays to use train_test_split sklearn function?,0,17,2020-05-28
OpenCV - face and eyes detection error keeps comign up,0,49,2020-05-28
How can I read embossed characters using tesseract?,-1,17,2020-05-28
Measuring crack growth in material,0,13,2020-05-28
how to train CNN for .csv or .mat files?,-1,22,2020-05-28
Video analysis with Microsoft Vision API using python,1,7,2020-05-28
RuntimeError: one of the variables needed for gradient computation has been modified by an inplace operation?,4,88,2020-05-28
"How to detect straight lines in absolutely grayscale image, but not throught binary image?",1,47,2020-05-28
How to move the scaled point and keep the shape of the curve?,0,50,2020-05-28
How do I submit a batch set of images for OCR analysis to Azure Computer Vision API in a single transaction?,0,18,2020-05-28
Extract data from image containing table grid using python,0,58,2020-05-27
Calculating the intersection between Ellipse (from fitellipse function opencv) and a line (having its start and ending point),0,23,2020-05-27
What is Multiple Object Tracking Precision (MOTP)?,0,7,2020-05-27
Semi-automatic object segmentation on image C#,0,40,2020-05-27
Loss and accuracy remains unchanged,0,23,2020-05-27
"How to remove noise in image OpenCV, Python?",2,65,2020-05-27
How to completely convert one side of the detected edge into white?,-1,28,2020-05-27
"In PyTorch, how to convert the cuda() related codes into CPU version?",0,31,2020-05-27
Creating a feature vector from single pixels extracted from specific points at an image,0,42,2020-05-27
YOLO If a grid cell contain a object,0,20,2020-05-27
How to estimate cars speed with video from rear view camera,0,15,2020-05-27
Configure Google Compute Engine VM Instance,0,33,2020-05-27
Template match rotation (semi-palindrome)?,0,36,2020-05-26
How to calculate scale factor and use it with homography matrix for calculating distance between two object in bird eye view image?,-1,14,2020-05-26
Comparing continuous pairs of arrays,0,22,2020-05-26
How to make a exe file from python ML project?,0,27,2020-05-26
Is there any way to live stream processed video on google colab?,0,15,2020-05-26
How to save four coordinates in NumPy array?,0,22,2020-05-26
Comparing signatures using Opencv,0,44,2020-05-26
Get tensorflow gradient for unusual custom loss function filling in a matrix,0,17,2020-05-26
Detecting lines formed by multiple blobs,1,27,2020-05-26
How to implement the effect of Prezi presentation?,0,14,2020-05-26
Improving accuracy on a multi-class image classifiier,1,24,2020-05-26
Jupyter Notebook throws a user warning when accessing local dataset,0,69,2020-05-25
Sample Weights for Semantic Segmentation,0,27,2020-05-25
Is it OK to use flying things 3d datasets ? - Problem found,-1,13,2020-05-25
How do I make a new-style autograd function with static forward method.?,1,66,2020-05-25
denoise image segmentation (mode filtering?) - or how to vectorize this operation in numpy?,0,53,2020-05-25
Detecting partial shapes in an image,1,39,2020-05-25
torch tranforms.Totensor make noise,-1,11,2020-05-25
Tags in DNG format file,1,11,2020-05-25
Template Recognition in opencv,1,26,2020-05-24
How can I segment these Lemons seperately? [duplicate],1,40,2020-05-24
"How to export a modified model(used for transfer learning, in .ckpt format) built on tensorflow to a frozen graph(.pb file)",0,18,2020-05-24
openCv Calculating the Distance Covered by a Mice,-1,16,2020-05-24
Crop X-Ray Image to Remove black background,-1,40,2020-05-24
"Bring any PyTorch cuda tensor in the range [0,1]",1,14,2020-05-24
Translating the comparision operator in OpenCV to Python,0,25,2020-05-24
Python OpenCV for template matching,0,58,2020-05-24
Cannot turn on Mac Webcam through OpenCV python,1,25,2020-05-23
How to convert an image to CV_32F type in IJ-OpenCV library,0,11,2020-05-23
opencv_createsamples: command not found,1,24,2020-05-23
How to plot training data and training target for SVC,0,34,2020-05-23
Error using augmentation for Matterport Mask RCNN,-1,20,2020-05-23
How to make a numpy calculation between two metrices on all combinations of columns?,0,23,2020-05-23
Zero Division Error When Using Pytorch Mask RCNN,0,33,2020-05-23
OpenCV - Bridge Components without Altering Region Size,2,62,2020-05-23
How to label image while storing as array?,0,35,2020-05-23
How do I limit at most one instance per category per image for Faster RCNN or Yolo object detection?,0,18,2020-05-22
"MemoryError: Unable to allocate 115. GiB for an array with shape (1122, 1122, 12288) and data type float64",0,97,2020-05-22
Create ML - Is it possible to find the position of detected object?,-1,25,2020-05-22
Image Contrast Enhancement Using Statistical Methods,1,35,2020-05-22
How to manually set keypoints and extract features,1,50,2020-05-22
How to make sure all the images are the same orientation?,0,65,2020-05-21
"Why are input channels for Conv2D limited to 1,3,4 with the tensor dimension limited to 4-D in tensorflow?",0,13,2020-05-21
How to fit text inside bounding box?,0,61,2020-05-21
My Mathematical Symbol Recognition Program not Predicting Handwritten Data Well,0,32,2020-05-21
Filling numbers in image mask with solid white,0,41,2020-05-21
ValueError: Failed to convert a NumPy array to a Tensor (Unsupported object type numpy.ndarray). in cat and dog classification for CNN network develop,0,25,2020-05-21
A 3D face moves differently from a 2D photo. Are there any motion-analysis algorithms to detect this difference?,1,20,2020-05-21
Why using Softmax in a “Finetunning Multioutput with custom loss”-scenario does not perform well?,0,17,2020-05-21
how to get the test images predictions values of SSD mobilenet,0,14,2020-05-21
Machine Learning - predict if image is something or not,-2,55,2020-05-21
Implement Harris Corner Detection,0,16,2020-05-21
Aborted (core dumped) X_YCut Algorithm,0,21,2020-05-21
How to load your image dataset in python,-2,30,2020-05-21
keras transferlearning predict classes working and predict not working,1,48,2020-05-21
COCO dataset segmentation points accept all coordinates in polygon,0,13,2020-05-21
"Why is there a reduction of depth in the second, fourth and fifth layer of AlexNet",-1,11,2020-05-20
Understand the relevance of Groundtruth image in the context of image detection,0,10,2020-05-20
Using Python to get unblocked area,1,40,2020-05-20
“basename: missing operand” on docker terminal,0,34,2020-05-20
NSFW classifier result normalization,0,27,2020-05-20
convert float image array to int in PIL via Image.fromarray,2,36,2020-05-20
How can I augment images using imgaug using images from one folder and saving them to another using Opencv?,3,30,2020-05-20
How to calculate IOU for multiple bounding boxes in one img?,0,17,2020-05-20
Tensorflow fit_generator gives ValueError,0,24,2020-05-20
Band image recognition with python,0,24,2020-05-20
Backpropagation with SGD-How to update weights,-4,21,2020-05-20
how to mark and plot boundries using the threshold on an image using skimage,0,23,2020-05-20
Using camera to analyze garage door status,0,21,2020-05-19
'numpy.ndarray' object has no attribute 'detectMultiScale',1,41,2020-05-19
Cannot import deepfool module?,0,13,2020-05-19
Identify Parts of the car based on arrow markings,0,55,2020-05-19
Is there any function in OpenCV to calculate per block motion vectors for two images?,0,39,2020-05-19
Tensorflow object detection api get predictions sorted by bounding box coordinates,0,32,2020-05-19
Which techniques and filters to apply for Watershed algorithm for object segmentation using skimage (OTSU threshold or Sobel Filter),0,18,2020-05-19
What criteria and image-processing techniques can be used to find the best image from a set of images taken in a burst shot?,0,15,2020-05-19
Global average pooling does not affect training speed,0,30,2020-05-19
Can we do image processing with Palantir Foundry?,0,12,2020-05-19
How to set limit on number of keypoints in SIFT algorithm?,-1,7,2020-05-19
Python code is crashing when I am running and giving this error “cannot connect to X server ”. i a m running a OpenCV library on cloud9,0,13,2020-05-19
I would like to find the number of arrow sign associated with a number and count them,0,6,2020-05-19
"When calculating mean average precision, should bounding box coordinates be discrete or continuous?",-1,10,2020-05-19
Is there a way to combine 2 pretrained tensorflow Models?,0,18,2020-05-19
how to find the optimal values for parameter in_range and out_range for sklearn.exposure.rescale_intensity,0,12,2020-05-19
UNet Loss function for non-categorical Mask?,0,26,2020-05-18
How to pass an intermediate layer of one model to another model for skip connection in PyTorch,0,24,2020-05-18
How can I change this GAN to be suitable for 128*128 images?,0,20,2020-05-18
3 Step search block matching algorithm giving bad PSNR,0,13,2020-05-18
Scikit-Image Essential Matrix Transform Clarification,0,13,2020-05-18
Image Reconstruction (Erosion and Dilation) both gives black image as output,0,47,2020-05-18
Scikit-image difference between morphology.watershed() and segementation.watershed(),0,16,2020-05-18
findContours() function not returning the appropriate number of contours,-1,38,2020-05-18
Form recognizer OCR accuracy issue,0,45,2020-05-17
Draw bounding boxes on document,-1,29,2020-05-17
"RuntimeError: shape '[1, 1024]' is invalid for input of size 50176",0,24,2020-05-17
Re scale Intensity gives dark image,0,18,2020-05-17
Finding borderline of object detected by OpenCV Cascade Classifier,0,15,2020-05-17
What techniques can we use in image processing to reduce the entropy of an image?,0,29,2020-05-17
Creating same object twice with different result in Python,1,26,2020-05-17
How to avoid delays caused by cv2.undistort?,0,23,2020-05-17
Detecting overlapping objects with very noisy background,3,33,2020-05-17
How to Crop image after get segmentation,0,20,2020-05-17
Detect thick black border in the image,0,26,2020-05-17
how can we we compare two feature vectors by brief method in orb algorithm when the points are taken at random around keypoints,0,4,2020-05-16
Determining if a Circle is fully closed in R,0,21,2020-05-16
Do we need to Pre-Process the test data?,-1,16,2020-05-16
OpenCV projectPoints returning wrong X-values,0,24,2020-05-16
How to detect objects in an image using single reference image of each objects?,-2,9,2020-05-16
How to find zero crossings in the Laplacian of Gaussian of an image,0,58,2020-05-16
Problem while displaying live web camera video using flask and OpenCV,1,13,2020-05-16
Why do we row normalise features so that row sums to 1?,-1,12,2020-05-16
Not able to record training data in TensorKart project,-1,8,2020-05-16
Recognizing handwitten text form having grid layout,-1,19,2020-05-16
Extract polygon coordinates from image (map),0,43,2020-05-16
Different pixel values converting RGB to Greyscale using PIL,1,32,2020-05-16
How to align an image based on another one [closed],1,37,2020-05-16
Importing images from GCS bucket into colab,-1,16,2020-05-15
How to detect objects in an image using single reference image of each object?,1,27,2020-05-15
How to clip the positive gradients when using visualization_cam from keras-vis?,0,4,2020-05-15
Training softmax layer in tensorflow object detection api,0,40,2020-05-15
How to filter bad pose results in openpose?,0,10,2020-05-15
Compute sample mean and standard deviation using the entire training set,0,15,2020-05-15
The camera calibration “Dual Absolute Quadric” cost function isn't converging,0,105,2020-05-15
Tensorflow object detection api print prediction in the order of the objects in the picture,0,29,2020-05-15
fields extraction and recognition opencv python,1,86,2020-05-15
Validation Accuracy Does Not Improve in CNN,1,32,2020-05-15
Anchor-based and anchor-free in object detection,1,24,2020-05-15
calc_avgy8 from ffmpeg need explanation,0,12,2020-05-15
Confusion in understanding of how to find interest Points from scale-space in SIFT,0,18,2020-05-15
What is the need for providing the output of an initial layer to later layers in same model?,-1,13,2020-05-15
Object detection “consistency” when working with videos frame by frame,0,29,2020-05-15
How to convert the SIFT descriptors into fixed length for every image and convert descriptors into 1-D array format?,0,11,2020-05-14
What is the best way to resize images in a dataset?,0,41,2020-05-14
Understanding legacy code: Algorithm to remove radial lens distortion,2,30,2020-05-14
Do neural networks accepts other than fixed size of input data?,0,50,2020-05-14
ModuleNotFoundError: No module named 'cv2.ximgproc,0,68,2020-05-13
Could images pixels be stored in 1 D array?,-1,22,2020-05-13
How to implement tf.gather_nd in Pytorch with the argument batch_dims?,0,27,2020-05-13
What are the values (coefficients) of a Gaussian Kernel?,0,25,2020-05-13
"How to fix ValueError: could not broadcast input array from shape (3,472,331) into shape (3)?",0,23,2020-05-13
How do I evaluate semantic segmentation if i have predict image and ground truth?,0,24,2020-05-13
How can I use ffmpeg and PySceneDetect in pycharm to segment different scenes in a video,0,11,2020-05-13
RuntimeError: Input type (torch.cuda.FloatTensor) and weight type (torch.FloatTensor) should be the same,0,148,2020-05-13
Draw a non intersecting polygon after detecting corners with OpenCV,1,38,2020-05-13
What kernel size do I have to use when there are 3 channels on Conv2D Keras Layer?,0,37,2020-05-13
I'm not sure my pytorch train the ssd is using gpu or not?,0,11,2020-05-13
Preparing created dataset for semantic segmentation using fastai in google colab,0,43,2020-05-13
pytorch-yolov3 train RuntimeError: Unable to find a valid cuDNN algorithm to run convolution,1,51,2020-05-13
Object detection in Matlab when object is placed under angle,0,19,2020-05-13
Semantic Segmentation in google colab using fastai,0,33,2020-05-13
Warp a 2D image onto another image,0,25,2020-05-12
Intersection Over Union (IOU) ground truth in YOLO,0,4,2020-05-12
How to use one anchor box per feature map cell in SSD model,0,19,2020-05-12
Why is SVM Classifier model predicting the same label for every image?,0,32,2020-05-12
Not getting bounding box for YOLO v3 model,0,15,2020-05-12
"pytorch summary RuntimeError, expected channels mismatch",-2,16,2020-05-12
How to do IoU calculation for detected straight lines?,0,14,2020-05-11
Saving video from camera get syntax error,0,27,2020-05-11
Fourier analysis of tiff images using openCV,1,48,2020-05-11
Train model to detect only 1 class label,-1,28,2020-05-11
Can we use multiple models for object detection?,0,24,2020-05-11
Blind vs Non-Blind Image Denoising,0,18,2020-05-11
Value error: Number of mask dimesnions should be specified,0,21,2020-05-11
cv2.warpPerspective() is returning an empty image,0,21,2020-05-11
TesseractNotFoundError: <full_path_to_your_tesseract_executable> is not installed or it's not in your PATH,0,27,2020-05-11
How to stitch images with large parallax and wide-baseline,0,13,2020-05-11
ValueError: Unknown layer: FixedBatchNormalization while converting .hdf5 model to pb file,0,27,2020-05-11
How do I use one-hot encoding with cross-entropy loss?,1,43,2020-05-11
how to select contours above a specific threshold [OpenCV],0,23,2020-05-11
How to rotate bounding box in open CV and crop it (python),0,30,2020-05-10
MlKit vision returns different values on different phones,0,21,2020-05-10
How to extract the pixels of a shadow in an image in order to calculate the length?,1,25,2020-05-10
Affine Transformation Adjustment,0,23,2020-05-10
Error when using .fit_generator on Siamese CNN,1,19,2020-05-10
shifted convolutions as a replacements to masked convolutions in pixelcnn++,1,10,2020-05-10
loss function for model producing image as output?,0,9,2020-05-10
BarCode recognition using OCR,1,37,2020-05-09
Spectrogram vs MelSpectrogram,0,28,2020-05-09
Creating custom object detection model,0,45,2020-05-09
"How can I train a model ( like EfficientNet, Resnet ) from scratch in Keras?",1,58,2020-05-09
How to convert a tensorflow model to a pytorch model?,0,68,2020-05-09
Comparing two similar images that contain text,0,26,2020-05-09
What if there is no sign of overfitting and underfitting but accuracy is not good?,-1,32,2020-05-09
Can OpenVx be used fir LIDAR application's?,0,13,2020-05-08
Pre-trained Object Detection API model for greyscale images (1 channel),0,20,2020-05-08
indoor localization via single camera (real world coordinates),0,21,2020-05-08
Why does the test accuracy get a huge drop whenever the learning rate gets updated?,0,16,2020-05-08
Face Recognition confidence going down while enrolling more person & images,0,33,2020-05-08
Video-streaming Stopped is showing google colab while using video in YOLOV3 model,1,34,2020-05-08
Can you explain difference between tensorflow loading and hdf5 loading in keras model,2,40,2020-05-08
How to calculate distance between two person using python opencv?,1,78,2020-05-08
How to feed decimal_y_values for training where last layer of model has 10 neurons with softmax activation and loss is Earth Mover Loss,0,17,2020-05-08
How to get last processed frame from video using opencv?,0,24,2020-05-08
Match colors of selected regions,0,28,2020-05-08
Real-Time Object Detection using Azure Kinect camera,0,46,2020-05-08
Enhancing Pre-Learned Model with Human Input to better determine image similarity using python,0,69,2020-05-07
Perspective Transform (Homography) on rgb-d images,0,19,2020-05-07
Human object detection from depth map and skeleton coordinates,1,19,2020-05-07
Reading space separated numbers as one string in pytesseract,0,18,2020-05-07
Draw a halfcone-like footprint for a Drone Image Footprint using OpenCV,0,14,2020-05-06
Validation set augmentations PyTorch example,0,26,2020-05-06
how to install pypylon in Raspberry Pi 4,0,37,2020-05-06
Creating a mask for shadow removal from a single image,0,26,2020-05-06
"image processing, remove line pattern",0,28,2020-05-06
"How to make BatchNormalisation trainable when all other intermediate layers (in case of ResNet,DenseNet) are freeze?",0,15,2020-05-06
iText extraction from bill image,0,10,2020-05-06
iOS Back Camera ARKit plus front camera feed?,0,20,2020-05-05
Projecting 3D points to an undistorted ROI using OpenCV,0,24,2020-05-05
Is it possible to determine motion/speed of a “moving object” with a “moving camera ”?,0,29,2020-05-05
Efficient way to Convert CVPixelBuffer to NSArray RGB,0,15,2020-05-05
Understanding the predictions from a Neural Net model,0,31,2020-05-05
OpenCV:Geometric Transformation using warp perspective,0,57,2020-05-05
"ValueError: not enough values to unpack (expected 2, got 0)",0,31,2020-05-05
How to do the spatial parcellations (of the volume) using clustering?,0,17,2020-05-05
Image Matching on Android Game's Board,1,41,2020-05-05
"ValueError: Found input variables with inconsistent numbers of samples: [84, 5]",0,15,2020-05-04
how can i make dataset like cifar-10 after create “.bin”?,0,14,2020-05-04
How to verify that our k-fold cross validation results are true?,-2,22,2020-05-04
Pose Detection using Pretrained Models on COCO Dataset,0,24,2020-05-04
